"","BiocVersion","Description","Genome","SourceUrl","SourceType","SourceVersion","Species","TaxonomyId","Title","ResourceName","RDataPath","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","Location_Prefix","Tags"
"12","3.5","phastCons scores for Homo sapiens on chr11_KI270826v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270826v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270826v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270826v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270826v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"13","3.5","phastCons scores for Homo sapiens on chr11_KI270827v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270827v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270827v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270827v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270827v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"14","3.5","phastCons scores for Homo sapiens on chr11_KI270829v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270829v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270829v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270829v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270829v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"15","3.5","phastCons scores for Homo sapiens on chr11_KI270830v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270830v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270830v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270830v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270830v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"16","3.5","phastCons scores for Homo sapiens on chr11_KI270831v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270831v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270831v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270831v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270831v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"17","3.5","phastCons scores for Homo sapiens on chr11_KI270832v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270832v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270832v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270832v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270832v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"18","3.5","phastCons scores for Homo sapiens on chr11_KI270902v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270902v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270902v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270902v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270902v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"19","3.5","phastCons scores for Homo sapiens on chr11_KI270903v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270903v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270903v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270903v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270903v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"20","3.5","phastCons scores for Homo sapiens on chr11_KI270927v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270927v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr11_KI270927v1_alt.rds","phastCons100way.UCSC.hg38.chr11_KI270927v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr11_KI270927v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"21","3.5","phastCons scores for Homo sapiens on chr12","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12.rds","phastCons100way.UCSC.hg38.chr12.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"22","3.5","phastCons scores for Homo sapiens on chr12_GL383549v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383549v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL383549v1_alt.rds","phastCons100way.UCSC.hg38.chr12_GL383549v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383549v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"23","3.5","phastCons scores for Homo sapiens on chr12_GL383550v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383550v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL383550v2_alt.rds","phastCons100way.UCSC.hg38.chr12_GL383550v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383550v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"24","3.5","phastCons scores for Homo sapiens on chr12_GL383551v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383551v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL383551v1_alt.rds","phastCons100way.UCSC.hg38.chr12_GL383551v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383551v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"25","3.5","phastCons scores for Homo sapiens on chr12_GL383552v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383552v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL383552v1_alt.rds","phastCons100way.UCSC.hg38.chr12_GL383552v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383552v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"26","3.5","phastCons scores for Homo sapiens on chr12_GL383553v2_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383553v2_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL383553v2_alt.rds","phastCons100way.UCSC.hg38.chr12_GL383553v2_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL383553v2_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"27","3.5","phastCons scores for Homo sapiens on chr12_GL877875v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL877875v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL877875v1_alt.rds","phastCons100way.UCSC.hg38.chr12_GL877875v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL877875v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"28","3.5","phastCons scores for Homo sapiens on chr12_GL877876v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL877876v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_GL877876v1_alt.rds","phastCons100way.UCSC.hg38.chr12_GL877876v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_GL877876v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"29","3.5","phastCons scores for Homo sapiens on chr12_KI270833v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270833v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270833v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270833v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270833v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"30","3.5","phastCons scores for Homo sapiens on chr12_KI270834v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270834v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270834v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270834v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270834v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"31","3.5","phastCons scores for Homo sapiens on chr12_KI270835v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270835v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270835v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270835v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270835v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"32","3.5","phastCons scores for Homo sapiens on chr12_KI270836v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270836v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270836v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270836v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270836v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"33","3.5","phastCons scores for Homo sapiens on chr12_KI270837v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270837v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270837v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270837v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270837v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"34","3.5","phastCons scores for Homo sapiens on chr12_KI270904v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270904v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr12_KI270904v1_alt.rds","phastCons100way.UCSC.hg38.chr12_KI270904v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr12_KI270904v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"35","3.5","phastCons scores for Homo sapiens on chr13","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13.rds","phastCons100way.UCSC.hg38.chr13.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"36","3.5","phastCons scores for Homo sapiens on chr13_KI270838v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270838v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270838v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270838v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270838v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"37","3.5","phastCons scores for Homo sapiens on chr13_KI270839v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270839v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270839v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270839v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270839v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"38","3.5","phastCons scores for Homo sapiens on chr13_KI270840v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270840v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270840v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270840v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270840v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"39","3.5","phastCons scores for Homo sapiens on chr13_KI270841v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270841v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270841v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270841v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270841v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"40","3.5","phastCons scores for Homo sapiens on chr13_KI270842v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270842v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270842v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270842v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270842v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
"41","3.5","phastCons scores for Homo sapiens on chr13_KI270843v1_alt","hg38","http://functionalgenomics.upf.edu/annotationhub/phastCons/phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270843v1_alt.rds","BigWig","3.4.0","Homo sapiens",9606,"phastCons100way.UCSC.hg38.chr13_KI270843v1_alt.rds","phastCons100way.UCSC.hg38.chr13_KI270843v1_alt.rds","phastCons100way.UCSC.hg38/phastCons100way.UCSC.hg38.chr13_KI270843v1_alt.rds",TRUE,"UCSC","Robert Castelo <robert.castelo@upf.edu>","Rle","GenomicScores","http://functionalgenomics.upf.edu/annotationhub/phastCons/","phastCons,Annotation"
